Name 	Notes
David	OH Exposure 
Time Stamp Local	Time Stamp UTC	TC 1 (C)	TC 2 (C)	TC 3 (C)	TC 4 (C)	TC 5 (C)	TC 6 (C)	TC 7 (C)	RHT T1 (C)	RHT T2 (C)	RH 1 (C)	RH 2 (C)	N2 (% RH)	O2 (% RH)	NOx (LPM)	VOC (LPM)	Humidifier (LPM)	PAM Downstream (LPM)	Pressure (Psia)
8/20/2013 11:21:08 AM	8/20/2013 4:21:08 PM	22.473	22.708	23.237	1372.000	1372.000	1372.000	1372.000	28.973	28.335	52.464	60.883	-0.008	0.399	0.000	0.000	22.642	22.806	0.000
8/20/2013 11:21:11 AM	8/20/2013 4:21:11 PM	22.473	22.767	23.237	1372.000	1372.000	1372.000	1372.000	28.979	28.341	52.504	60.866	-0.007	0.399	0.000	0.000	22.806	23.132	0.000
8/20/2013 11:21:13 AM	8/20/2013 4:21:13 PM	22.414	22.708	23.237	1372.000	1372.000	1372.000	1372.000	28.963	28.351	52.491	60.853	-0.005	0.399	0.000	0.000	22.806	22.642	0.000
8/20/2013 11:21:15 AM	8/20/2013 4:21:15 PM	22.414	22.531	23.237	1372.000	1372.000	1372.000	1372.000	29.002	28.364	52.537	60.863	-0.007	0.399	0.000	0.000	22.969	22.806	0.000
8/20/2013 11:21:17 AM	8/20/2013 4:21:17 PM	22.473	22.473	23.178	1372.000	1372.000	1372.000	1372.000	28.999	28.371	52.520	60.873	-0.007	0.398	0.000	0.000	22.479	22.315	0.000
8/20/2013 11:21:19 AM	8/20/2013 4:21:19 PM	22.355	22.414	23.119	1372.000	1372.000	1372.000	1372.000	29.005	28.351	52.415	60.853	-0.007	0.400	0.000	0.000	22.479	22.479	0.000
8/20/2013 11:21:22 AM	8/20/2013 4:21:22 PM	22.355	22.355	23.119	1372.000	1372.000	1372.000	1372.000	29.015	28.344	52.392	60.850	-0.009	0.400	0.000	0.000	22.806	22.642	0.000
8/20/2013 11:21:24 AM	8/20/2013 4:21:24 PM	22.414	22.296	23.119	1372.000	1372.000	1372.000	1372.000	29.022	28.348	52.366	60.843	-0.007	0.399	0.000	0.000	22.969	22.969	0.000
8/20/2013 11:21:26 AM	8/20/2013 4:21:26 PM	22.355	22.296	23.119	1372.000	1372.000	1372.000	1372.000	29.012	28.381	52.349	60.866	-0.007	0.399	0.000	0.000	22.642	23.296	0.000
8/20/2013 11:21:28 AM	8/20/2013 4:21:28 PM	22.296	22.296	23.119	1372.000	1372.000	1372.000	1372.000	29.032	28.361	52.389	60.824	-0.007	0.398	0.000	0.000	22.642	21.988	0.000
8/20/2013 11:21:30 AM	8/20/2013 4:21:30 PM	22.296	22.179	23.178	1372.000	1372.000	1372.000	1372.000	29.022	28.341	52.353	60.834	-0.007	0.399	0.000	0.000	22.806	23.459	0.000
8/20/2013 11:21:32 AM	8/20/2013 4:21:32 PM	22.238	22.120	23.119	1372.000	1372.000	1372.000	1372.000	29.022	28.377	52.376	60.857	-0.006	0.399	0.000	0.000	22.969	22.969	0.000
8/20/2013 11:21:34 AM	8/20/2013 4:21:34 PM	22.238	22.120	23.119	1372.000	1372.000	1372.000	1372.000	29.028	28.367	52.359	60.834	-0.007	0.400	0.000	0.000	23.296	22.479	0.000
8/20/2013 11:21:37 AM	8/20/2013 4:21:37 PM	22.296	22.355	23.119	1372.000	1372.000	1372.000	1372.000	29.032	28.381	52.379	60.850	-0.007	0.399	0.000	0.000	23.296	22.315	0.000
8/20/2013 11:21:39 AM	8/20/2013 4:21:39 PM	22.179	22.414	23.119	1372.000	1372.000	1372.000	1372.000	29.028	28.384	52.415	60.824	-0.007	0.398	0.000	0.000	23.296	22.642	0.000
8/20/2013 11:21:41 AM	8/20/2013 4:21:41 PM	22.179	22.473	23.119	1372.000	1372.000	1372.000	1372.000	29.035	28.390	52.415	60.817	-0.007	0.399	0.000	0.000	22.806	22.642	0.000
8/20/2013 11:21:43 AM	8/20/2013 4:21:43 PM	22.238	22.531	23.060	1372.000	1372.000	1372.000	1372.000	29.045	28.374	52.543	60.807	-0.007	0.399	0.000	0.000	23.132	22.642	0.000
8/20/2013 11:21:45 AM	8/20/2013 4:21:45 PM	22.179	22.531	23.119	1372.000	1372.000	1372.000	1372.000	29.048	28.384	52.593	60.797	-0.008	0.399	0.000	0.000	22.806	23.296	0.000
8/20/2013 11:21:48 AM	8/20/2013 4:21:48 PM	22.179	22.649	23.060	1372.000	1372.000	1372.000	1372.000	29.045	28.371	52.629	60.768	-0.007	0.400	0.000	0.000	22.806	22.969	0.000
8/20/2013 11:21:50 AM	8/20/2013 4:21:50 PM	22.120	22.590	22.943	1372.000	1372.000	1372.000	1372.000	29.058	28.407	52.658	60.784	-0.006	0.399	0.000	0.000	22.806	22.315	0.000
8/20/2013 11:21:52 AM	8/20/2013 4:21:52 PM	22.120	22.590	23.002	1372.000	1372.000	1372.000	1372.000	29.061	28.400	52.658	60.784	-0.007	0.399	0.000	0.000	22.479	22.315	0.000
8/20/2013 11:21:54 AM	8/20/2013 4:21:54 PM	22.120	22.590	22.943	1372.000	1372.000	1372.000	1372.000	29.051	28.387	52.619	60.778	-0.008	0.399	0.000	0.000	22.969	22.479	0.000
8/20/2013 11:21:56 AM	8/20/2013 4:21:56 PM	22.061	22.531	22.884	1372.000	1372.000	1372.000	1372.000	29.051	28.400	52.461	60.771	-0.007	0.399	0.000	0.000	22.642	21.988	0.000
8/20/2013 11:21:59 AM	8/20/2013 4:21:59 PM	22.061	22.590	22.884	1372.000	1372.000	1372.000	1372.000	29.084	28.423	52.435	60.751	-0.007	0.400	0.000	0.000	22.642	23.622	0.000
8/20/2013 11:22:01 AM	8/20/2013 4:22:01 PM	22.120	22.590	22.884	1372.000	1372.000	1372.000	1372.000	29.032	28.390	52.399	60.725	-0.007	0.398	0.000	0.000	22.969	23.132	0.000
8/20/2013 11:22:03 AM	8/20/2013 4:22:03 PM	22.061	22.590	22.884	1372.000	1372.000	1372.000	1372.000	29.048	28.387	52.372	60.712	-0.007	0.399	0.000	0.000	22.969	22.642	0.000
8/20/2013 11:22:05 AM	8/20/2013 4:22:05 PM	22.002	22.708	22.943	1372.000	1372.000	1372.000	1372.000	29.065	28.417	52.379	60.722	-0.007	0.398	0.000	0.000	22.806	22.315	0.000
8/20/2013 11:22:07 AM	8/20/2013 4:22:07 PM	22.002	22.649	22.943	1372.000	1372.000	1372.000	1372.000	29.081	28.413	52.333	60.702	-0.007	0.399	0.000	0.000	23.296	22.479	0.000
8/20/2013 11:22:09 AM	8/20/2013 4:22:09 PM	22.002	22.708	22.884	1372.000	1372.000	1372.000	1372.000	29.081	28.407	52.349	60.656	-0.007	0.399	0.000	0.000	22.806	22.969	0.000
8/20/2013 11:22:11 AM	8/20/2013 4:22:11 PM	22.002	22.825	22.943	1372.000	1372.000	1372.000	1372.000	29.058	28.433	52.293	60.702	-0.007	0.400	0.000	0.000	23.296	22.642	0.000
8/20/2013 11:22:13 AM	8/20/2013 4:22:13 PM	22.002	22.825	22.943	1372.000	1372.000	1372.000	1372.000	29.035	28.413	52.277	60.679	-0.007	0.400	0.000	0.000	23.296	23.132	0.000
8/20/2013 11:22:15 AM	8/20/2013 4:22:15 PM	21.944	22.825	22.943	1372.000	1372.000	1372.000	1372.000	29.068	28.407	52.257	60.686	-0.008	0.399	0.000	0.000	22.642	22.152	0.000
8/20/2013 11:22:18 AM	8/20/2013 4:22:18 PM	21.944	22.884	22.943	1372.000	1372.000	1372.000	1372.000	29.084	28.394	52.244	60.656	-0.007	0.398	0.000	0.000	23.132	23.296	0.000
8/20/2013 11:22:20 AM	8/20/2013 4:22:20 PM	21.944	22.884	22.943	1372.000	1372.000	1372.000	1372.000	29.065	28.384	52.300	60.666	-0.008	0.399	0.000	0.000	22.479	23.132	0.000
8/20/2013 11:22:22 AM	8/20/2013 4:22:22 PM	21.767	22.825	22.943	1372.000	1372.000	1372.000	1372.000	29.065	28.420	52.353	60.666	-0.007	0.400	0.000	0.000	22.969	22.642	0.000
8/20/2013 11:22:24 AM	8/20/2013 4:22:24 PM	21.826	22.767	22.943	1372.000	1372.000	1372.000	1372.000	29.088	28.420	52.349	60.663	-0.007	0.399	0.000	0.000	23.132	23.132	0.000
8/20/2013 11:22:26 AM	8/20/2013 4:22:26 PM	21.885	22.825	22.943	1372.000	1372.000	1372.000	1372.000	29.078	28.404	52.379	60.623	-0.007	0.400	0.000	0.000	22.806	22.479	0.000
8/20/2013 11:22:28 AM	8/20/2013 4:22:28 PM	21.885	22.825	22.884	1372.000	1372.000	1372.000	1372.000	29.081	28.394	52.303	60.633	-0.007	0.399	0.000	0.000	23.132	23.132	0.000
8/20/2013 11:22:30 AM	8/20/2013 4:22:30 PM	21.885	22.825	23.002	1372.000	1372.000	1372.000	1372.000	29.124	28.404	52.300	60.646	-0.007	0.399	0.000	0.000	22.479	22.315	0.000
8/20/2013 11:22:32 AM	8/20/2013 4:22:32 PM	21.885	22.825	22.884	1372.000	1372.000	1372.000	1372.000	29.094	28.417	52.293	60.643	-0.007	0.399	0.000	0.000	22.806	22.969	0.000
8/20/2013 11:22:35 AM	8/20/2013 4:22:35 PM	21.826	22.825	22.943	1372.000	1372.000	1372.000	1372.000	29.091	28.446	52.264	60.669	-0.007	0.398	0.000	0.000	23.132	22.806	0.000
8/20/2013 11:22:37 AM	8/20/2013 4:22:37 PM	21.826	22.943	22.943	1372.000	1372.000	1372.000	1372.000	29.101	28.446	52.247	60.653	-0.007	0.399	0.000	0.000	23.132	22.315	0.000
8/20/2013 11:22:39 AM	8/20/2013 4:22:39 PM	21.767	23.002	22.943	1372.000	1372.000	1372.000	1372.000	29.111	28.430	52.267	60.649	-0.008	0.400	0.000	0.000	23.132	22.479	0.000
8/20/2013 11:22:41 AM	8/20/2013 4:22:41 PM	21.767	23.002	22.943	1372.000	1372.000	1372.000	1372.000	29.107	28.410	52.287	60.633	-0.007	0.399	0.000	0.000	22.642	23.459	0.000
8/20/2013 11:22:43 AM	8/20/2013 4:22:43 PM	21.767	23.002	22.943	1372.000	1372.000	1372.000	1372.000	29.094	28.410	52.224	60.597	-0.008	0.399	0.000	0.000	23.132	22.806	0.000
8/20/2013 11:22:45 AM	8/20/2013 4:22:45 PM	21.650	22.884	22.884	1372.000	1372.000	1372.000	1372.000	29.127	28.436	52.178	60.672	-0.006	0.399	0.000	0.000	22.969	23.132	0.000
8/20/2013 11:22:48 AM	8/20/2013 4:22:48 PM	21.767	22.825	22.884	1372.000	1372.000	1372.000	1372.000	29.104	28.446	52.162	60.640	-0.007	0.398	0.000	0.000	23.296	22.315	0.000
8/20/2013 11:22:50 AM	8/20/2013 4:22:50 PM	21.826	22.767	22.943	1372.000	1372.000	1372.000	1372.000	29.127	28.433	52.162	60.633	-0.008	0.399	0.000	0.000	23.622	22.969	0.000
8/20/2013 11:22:52 AM	8/20/2013 4:22:52 PM	21.767	22.825	22.825	1372.000	1372.000	1372.000	1372.000	29.134	28.450	52.155	60.656	-0.007	0.399	0.000	0.000	22.479	22.806	0.000
8/20/2013 11:22:54 AM	8/20/2013 4:22:54 PM	21.767	22.825	22.884	1372.000	1372.000	1372.000	1372.000	29.101	28.433	52.211	60.653	-0.007	0.399	0.000	0.000	22.479	22.969	0.000
8/20/2013 11:22:56 AM	8/20/2013 4:22:56 PM	21.650	22.767	22.884	1372.000	1372.000	1372.000	1372.000	29.101	28.450	52.221	60.659	-0.008	0.398	0.000	0.000	22.806	22.642	0.000
8/20/2013 11:22:58 AM	8/20/2013 4:22:58 PM	21.767	22.825	22.884	1372.000	1372.000	1372.000	1372.000	29.124	28.450	52.234	60.656	-0.007	0.399	0.000	0.000	22.315	22.806	0.000
8/20/2013 11:23:00 AM	8/20/2013 4:23:00 PM	21.767	22.708	22.884	1372.000	1372.000	1372.000	1372.000	29.101	28.443	52.224	60.653	-0.007	0.400	0.000	0.000	23.132	22.806	0.000
8/20/2013 11:23:02 AM	8/20/2013 4:23:02 PM	21.709	22.649	22.884	1372.000	1372.000	1372.000	1372.000	29.137	28.440	52.257	60.643	-0.007	0.400	0.000	0.000	22.479	22.969	0.000
8/20/2013 11:23:05 AM	8/20/2013 4:23:05 PM	21.650	22.649	22.943	1372.000	1372.000	1372.000	1372.000	29.124	28.456	52.274	60.636	-0.007	0.399	0.000	0.000	22.969	22.479	0.000
8/20/2013 11:23:07 AM	8/20/2013 4:23:07 PM	21.650	22.708	22.943	1372.000	1372.000	1372.000	1372.000	29.150	28.446	52.280	60.630	-0.008	0.399	0.000	0.000	23.459	22.806	0.000
8/20/2013 11:23:09 AM	8/20/2013 4:23:09 PM	21.650	22.708	22.825	1372.000	1372.000	1372.000	1372.000	29.130	28.436	52.270	60.636	-0.007	0.399	0.000	0.000	22.806	22.315	0.000
8/20/2013 11:23:11 AM	8/20/2013 4:23:11 PM	21.650	22.708	22.884	1372.000	1372.000	1372.000	1372.000	29.140	28.433	52.237	60.613	-0.009	0.399	0.000	0.000	22.969	22.642	0.000
8/20/2013 11:23:13 AM	8/20/2013 4:23:13 PM	21.650	22.590	22.884	1372.000	1372.000	1372.000	1372.000	29.147	28.456	52.241	60.633	-0.007	0.400	0.000	0.000	22.806	22.642	0.000
8/20/2013 11:23:15 AM	8/20/2013 4:23:15 PM	21.650	22.649	22.884	1372.000	1372.000	1372.000	1372.000	29.111	28.456	52.198	60.633	-0.007	0.398	0.000	0.000	22.806	23.296	0.000
8/20/2013 11:23:17 AM	8/20/2013 4:23:17 PM	21.650	22.649	22.884	1372.000	1372.000	1372.000	1372.000	29.153	28.460	52.175	60.626	-0.007	0.399	0.000	0.000	22.642	22.806	0.000
8/20/2013 11:23:19 AM	8/20/2013 4:23:19 PM	21.532	22.649	22.884	1372.000	1372.000	1372.000	1372.000	29.137	28.476	52.099	60.600	-0.007	0.400	0.000	0.000	22.642	23.459	0.000
8/20/2013 11:23:21 AM	8/20/2013 4:23:21 PM	21.650	22.590	22.825	1372.000	1372.000	1372.000	1372.000	29.140	28.483	52.096	60.603	-0.007	0.398	0.000	0.000	22.806	23.296	0.000
8/20/2013 11:23:23 AM	8/20/2013 4:23:23 PM	21.591	22.590	22.884	1372.000	1372.000	1372.000	1372.000	29.153	28.463	52.122	60.557	-0.007	0.399	0.000	0.000	22.479	22.479	0.000
8/20/2013 11:23:26 AM	8/20/2013 4:23:26 PM	21.650	22.531	22.884	1372.000	1372.000	1372.000	1372.000	29.163	28.476	52.080	60.607	-0.007	0.399	0.000	0.000	22.806	22.642	0.000
8/20/2013 11:23:28 AM	8/20/2013 4:23:28 PM	21.709	22.473	22.884	1372.000	1372.000	1372.000	1372.000	29.163	28.489	52.053	60.603	-0.008	0.400	0.000	0.000	22.806	23.296	0.000
8/20/2013 11:23:30 AM	8/20/2013 4:23:30 PM	21.709	22.531	22.884	1372.000	1372.000	1372.000	1372.000	29.140	28.450	51.981	60.557	-0.007	0.400	0.000	0.000	22.806	23.132	0.000
8/20/2013 11:23:32 AM	8/20/2013 4:23:32 PM	21.591	22.531	22.943	1372.000	1372.000	1372.000	1372.000	29.137	28.460	51.974	60.551	-0.007	0.399	0.000	0.000	22.969	22.969	0.000
8/20/2013 11:23:34 AM	8/20/2013 4:23:34 PM	21.650	22.531	22.884	1372.000	1372.000	1372.000	1372.000	29.137	28.469	51.997	60.541	-0.007	0.398	0.000	0.000	23.459	22.806	0.000
8/20/2013 11:23:36 AM	8/20/2013 4:23:36 PM	21.650	22.531	22.943	1372.000	1372.000	1372.000	1372.000	29.137	28.473	51.968	60.557	-0.008	0.400	0.000	0.000	23.296	22.315	0.000
8/20/2013 11:23:38 AM	8/20/2013 4:23:38 PM	21.709	22.590	22.943	1372.000	1372.000	1372.000	1372.000	29.157	28.473	51.935	60.544	-0.006	0.400	0.000	0.000	22.969	23.132	0.000
8/20/2013 11:23:41 AM	8/20/2013 4:23:41 PM	21.767	22.590	22.884	1372.000	1372.000	1372.000	1372.000	29.163	28.469	51.928	60.528	-0.009	0.400	0.000	0.000	23.132	22.969	0.000
8/20/2013 11:23:43 AM	8/20/2013 4:23:43 PM	21.767	22.590	22.943	1372.000	1372.000	1372.000	1372.000	29.163	28.446	51.941	60.528	-0.007	0.399	0.000	0.000	22.806	22.642	0.000
8/20/2013 11:23:45 AM	8/20/2013 4:23:45 PM	21.709	22.649	23.002	1372.000	1372.000	1372.000	1372.000	29.176	28.456	51.932	60.524	-0.007	0.400	0.000	0.000	23.296	22.806	0.000
8/20/2013 11:23:47 AM	8/20/2013 4:23:47 PM	21.826	22.767	23.002	1372.000	1372.000	1372.000	1372.000	29.147	28.479	51.889	60.518	-0.007	0.399	0.000	0.000	22.969	22.969	0.000
8/20/2013 11:23:49 AM	8/20/2013 4:23:49 PM	21.826	22.767	22.943	1372.000	1372.000	1372.000	1372.000	29.160	28.499	51.876	60.534	-0.007	0.399	0.000	0.000	22.969	22.806	0.000
8/20/2013 11:23:51 AM	8/20/2013 4:23:51 PM	21.826	22.767	23.002	1372.000	1372.000	1372.000	1372.000	29.196	28.476	51.882	60.554	-0.007	0.399	0.000	0.000	23.132	22.642	0.000
8/20/2013 11:23:54 AM	8/20/2013 4:23:54 PM	21.885	22.884	23.002	1372.000	1372.000	1372.000	1372.000	29.193	28.483	51.892	60.557	-0.008	0.398	0.000	0.000	23.296	22.315	0.000
8/20/2013 11:23:56 AM	8/20/2013 4:23:56 PM	21.885	22.825	23.002	1372.000	1372.000	1372.000	1372.000	29.180	28.469	51.918	60.531	-0.009	0.398	0.000	0.000	23.132	22.479	0.000
8/20/2013 11:23:58 AM	8/20/2013 4:23:58 PM	21.885	22.943	23.060	1372.000	1372.000	1372.000	1372.000	29.147	28.519	51.955	60.577	-0.009	0.399	0.000	0.000	22.969	22.642	0.000
8/20/2013 11:24:00 AM	8/20/2013 4:24:00 PM	21.944	23.002	23.060	1372.000	1372.000	1372.000	1372.000	29.180	28.483	52.001	60.574	-0.008	0.399	0.000	0.000	23.459	22.969	0.000
8/20/2013 11:24:02 AM	8/20/2013 4:24:02 PM	21.885	23.060	23.060	1372.000	1372.000	1372.000	1372.000	29.167	28.486	52.017	60.544	-0.007	0.399	0.000	0.000	22.806	22.806	0.000
8/20/2013 11:24:05 AM	8/20/2013 4:24:05 PM	21.944	23.002	23.060	1372.000	1372.000	1372.000	1372.000	29.140	28.509	52.076	60.561	-0.008	0.399	0.000	0.000	22.806	22.806	0.000
8/20/2013 11:24:07 AM	8/20/2013 4:24:07 PM	21.885	23.002	23.060	1372.000	1372.000	1372.000	1372.000	29.157	28.496	52.066	60.567	-0.007	0.400	0.000	0.000	23.132	23.132	0.000
8/20/2013 11:24:09 AM	8/20/2013 4:24:09 PM	22.061	23.119	23.119	1372.000	1372.000	1372.000	1372.000	29.183	28.509	52.129	60.577	-0.007	0.400	0.000	0.000	22.806	22.969	0.000
8/20/2013 11:24:11 AM	8/20/2013 4:24:11 PM	22.061	23.119	23.119	1372.000	1372.000	1372.000	1372.000	29.176	28.525	52.168	60.554	-0.007	0.400	0.000	0.000	22.969	22.642	0.000
8/20/2013 11:24:13 AM	8/20/2013 4:24:13 PM	22.061	23.119	23.237	1372.000	1372.000	1372.000	1372.000	29.078	28.509	52.119	60.544	-0.007	0.399	0.000	0.000	22.969	22.479	0.000
8/20/2013 11:24:15 AM	8/20/2013 4:24:15 PM	22.061	23.237	23.237	1372.000	1372.000	1372.000	1372.000	29.163	28.525	52.185	60.557	-0.007	0.399	0.000	0.000	23.132	22.806	0.000
8/20/2013 11:24:17 AM	8/20/2013 4:24:17 PM	22.061	23.178	23.296	1372.000	1372.000	1372.000	1372.000	29.193	28.532	52.283	60.561	-0.008	0.399	0.000	0.000	23.296	22.806	0.000
8/20/2013 11:24:20 AM	8/20/2013 4:24:20 PM	22.120	23.296	23.237	1372.000	1372.000	1372.000	1372.000	29.180	28.492	52.310	60.541	-0.007	0.399	0.000	0.000	23.459	22.152	0.000
8/20/2013 11:24:22 AM	8/20/2013 4:24:22 PM	22.120	23.296	23.296	1372.000	1372.000	1372.000	1372.000	29.186	28.502	52.310	60.521	-0.007	0.398	0.000	0.000	23.296	22.806	0.000
8/20/2013 11:24:24 AM	8/20/2013 4:24:24 PM	22.120	23.296	23.296	1372.000	1372.000	1372.000	1372.000	29.186	28.535	52.369	60.554	-0.007	0.400	0.000	0.000	23.132	22.806	0.000
8/20/2013 11:24:26 AM	8/20/2013 4:24:26 PM	22.179	23.296	23.296	1372.000	1372.000	1372.000	1372.000	29.173	28.515	52.441	60.551	-0.007	0.398	0.000	0.000	22.315	22.806	0.000
8/20/2013 11:24:28 AM	8/20/2013 4:24:28 PM	22.179	23.237	23.354	1372.000	1372.000	1372.000	1372.000	29.199	28.506	52.520	60.505	-0.007	0.399	0.000	0.000	22.806	22.642	0.000
8/20/2013 11:24:30 AM	8/20/2013 4:24:30 PM	22.238	23.237	23.296	1372.000	1372.000	1372.000	1372.000	29.180	28.492	52.639	60.498	-0.009	0.400	0.000	0.000	23.132	22.315	0.000
8/20/2013 11:24:33 AM	8/20/2013 4:24:33 PM	22.238	23.296	23.296	1372.000	1372.000	1372.000	1372.000	29.150	28.512	52.668	60.475	-0.007	0.398	0.000	0.000	22.969	22.479	0.000
8/20/2013 11:24:35 AM	8/20/2013 4:24:35 PM	22.238	23.296	23.296	1372.000	1372.000	1372.000	1372.000	29.170	28.542	52.678	60.524	-0.007	0.400	0.000	0.000	22.479	23.132	0.000
8/20/2013 11:24:37 AM	8/20/2013 4:24:37 PM	22.296	23.296	23.296	1372.000	1372.000	1372.000	1372.000	29.180	28.525	52.695	60.505	-0.007	0.398	0.000	0.000	22.806	23.132	0.000
8/20/2013 11:24:39 AM	8/20/2013 4:24:39 PM	22.296	23.354	23.296	1372.000	1372.000	1372.000	1372.000	29.150	28.529	52.681	60.498	-0.007	0.399	0.000	0.000	22.642	22.642	0.000
8/20/2013 11:24:42 AM	8/20/2013 4:24:42 PM	22.355	23.354	23.237	1372.000	1372.000	1372.000	1372.000	29.176	28.512	52.698	60.501	-0.008	0.398	0.000	0.000	22.806	22.969	0.000
8/20/2013 11:24:44 AM	8/20/2013 4:24:44 PM	22.355	23.354	23.296	1372.000	1372.000	1372.000	1372.000	29.196	28.512	52.642	60.492	-0.007	0.399	0.000	0.000	23.132	22.969	0.000
8/20/2013 11:24:46 AM	8/20/2013 4:24:46 PM	22.355	23.354	23.296	1372.000	1372.000	1372.000	1372.000	29.196	28.522	52.635	60.518	-0.005	0.399	0.000	0.000	22.806	22.969	0.000
8/20/2013 11:24:48 AM	8/20/2013 4:24:48 PM	22.355	23.354	23.237	1372.000	1372.000	1372.000	1372.000	29.170	28.548	52.602	60.495	-0.007	0.399	0.000	0.000	22.806	22.806	0.000
8/20/2013 11:24:50 AM	8/20/2013 4:24:50 PM	22.414	23.413	23.237	1372.000	1372.000	1372.000	1372.000	29.167	28.542	52.668	60.492	-0.007	0.399	0.000	0.000	22.969	23.132	0.000
8/20/2013 11:24:53 AM	8/20/2013 4:24:53 PM	22.355	23.413	23.296	1372.000	1372.000	1372.000	1372.000	29.186	28.545	52.645	60.518	-0.007	0.399	0.000	0.000	23.296	22.969	0.000
8/20/2013 11:24:55 AM	8/20/2013 4:24:55 PM	22.414	23.531	23.354	1372.000	1372.000	1372.000	1372.000	29.193	28.532	52.685	60.485	-0.007	0.399	0.000	0.000	23.949	22.969	0.000
8/20/2013 11:24:57 AM	8/20/2013 4:24:57 PM	22.473	23.531	23.296	1372.000	1372.000	1372.000	1372.000	29.183	28.535	52.737	60.465	-0.007	0.398	0.000	0.000	22.479	23.459	0.000
8/20/2013 11:24:59 AM	8/20/2013 4:24:59 PM	22.531	23.531	23.296	1372.000	1372.000	1372.000	1372.000	29.216	28.542	52.737	60.478	-0.007	0.400	0.000	0.000	23.459	22.642	0.000
8/20/2013 11:25:01 AM	8/20/2013 4:25:01 PM	22.531	23.531	23.296	1372.000	1372.000	1372.000	1372.000	29.193	28.532	52.764	60.465	-0.007	0.399	0.000	0.000	23.459	22.806	0.000
8/20/2013 11:25:04 AM	8/20/2013 4:25:04 PM	22.531	23.472	23.296	1372.000	1372.000	1372.000	1372.000	29.206	28.565	52.727	60.455	-0.009	0.399	0.000	0.000	23.459	22.642	0.000
